actor,Movie_or_TV_name
Max Brandt,Whore 2
Max Brandt,Romeo & Julia
Max Brandt,Reise ohne Wiederkehr
Max Brandt,Frankenhooker
Max Brandt,"Histoires d'Amérique: Food, Family and Philosophy"
Max Brandt,The House of God
Max Brandt,Ein Zug nach Manhattan
Max Brandt,The Godfather Saga
Max Brandt,Blood Bath
Max Brandt,After the Fall
Max Brandt,The Godfather
Max Brandt,Born to Win
Max Brandt,"Life, Love & Celluloid"
Max Brandt,The Godfather Trilogy: 1901-1980
Tony King,Swing Lowe Sweet Chariote
Tony King,Joshua's Soul
Tony King,Mirage
Tony King,The November Men
Tony King,Daughters of the Dust
Tony King,"Magnum, P.I."
Tony King,Atlantis Interceptors
Tony King,The Big Score
Tony King,The Toy
Tony King,Fuga dall'arcipelago maledetto
Tony King,Sharky's Machine
Tony King,Inmates: A Love Story
Tony King,The Last Hunter
Tony King,Cannibals in the Streets
Tony King,Guyana Tragedy: The Story of Jim Jones
Tony King,B.J. and the Bear
Tony King,Serpico
Tony King,The Blue Knight
Tony King,Sparkle
Tony King,Bronk
Tony King,Bucktown
Tony King,Report to the Commissioner
Tony King,Super Spook
Tony King,Hell Up in Harlem
Tony King,Gordon's War
Tony King,The King of Marvin Gardens
Tony King,Hail
Tony King,The Godfather
Tony King,Shaft
Tony King,The Second Jungle Book: Mowgli & Baloo
Tony King,Mirage
Tony King,The November Men
Tony King,Ganja & Hess
Tony King,Super Spook
Tony King,Cannibal King with Tony King
Tony King,Tony King Remembers 'The Last Hunter'
Tony King,The Long Road to the Hall of Fame: From Tony King to Malik Farrakhan
Tony King,Making of Super Spook
Tony King,Public Enemy: Where There's Smoke
Tony King,Deodato Holocaust
Norm Bacchiocchi,The Godfather
Paul Lambert,Murder One
Paul Lambert,Rain Without Thunder
Paul Lambert,Civil Wars
Paul Lambert,"Doogie Howser, M.D."
Paul Lambert,Star Trek: The Next Generation
Paul Lambert,"Good Cops, Bad Cops"
Paul Lambert,Matlock
Paul Lambert,...Where's Rodney?
Paul Lambert,Roe vs. Wade
Paul Lambert,War and Remembrance
Paul Lambert,Night Court
Paul Lambert,Billionaire Boys Club
Paul Lambert,L.A. Law
Paul Lambert,Airwolf
Paul Lambert,The Perils of P.K.
Paul Lambert,Soldier's Revenge
Paul Lambert,Riptide
Paul Lambert,Crazy Like a Fox
Paul Lambert,Avenging Angel
Paul Lambert,Jessie
Paul Lambert,The Fall Guy
Paul Lambert,The New Mike Hammer
Paul Lambert,Dallas
Paul Lambert,Automan
Paul Lambert,Knight Rider
Paul Lambert,Cracking Up
Paul Lambert,Quincy M.E.
Paul Lambert,Grace Kelly
Paul Lambert,The Winds of War
Paul Lambert,Blue Thunder
Paul Lambert,Wrong Is Right
Paul Lambert,Flamingo Road
Paul Lambert,Death Wish II
Paul Lambert,Lou Grant
Paul Lambert,The Misadventures of Sheriff Lobo
Paul Lambert,Stone
Paul Lambert,Scavenger Hunt
Paul Lambert,"Trapper John, M.D."
Paul Lambert,The Dukes of Hazzard
Paul Lambert,The Paradise Connection
Paul Lambert,Apocalypse Now
Paul Lambert,Sword of Justice
Paul Lambert,Mulligan's Stew
Paul Lambert,Most Wanted
Paul Lambert,Executive Suite
Paul Lambert,Police Woman
Paul Lambert,Sparkle
Paul Lambert,All the President's Men
Paul Lambert,McCloud
Paul Lambert,Collision Course: Truman vs. MacArthur
Paul Lambert,F. Scott Fitzgerald in Hollywood
Paul Lambert,Guilty or Innocent: The Sam Sheppard Murder Case
Paul Lambert,Cannon
Paul Lambert,Returning Home
Paul Lambert,The Manhunter
Paul Lambert,Mannix
Paul Lambert,The Missiles of October
Paul Lambert,"Marcus Welby, M.D."
Paul Lambert,Mama's Dirty Girls
Paul Lambert,The Execution of Private Slovik
Paul Lambert,Ironside
Paul Lambert,Kojak
Paul Lambert,American Graffiti
Paul Lambert,Barnaby Jones
Paul Lambert,Play It As It Lays
Paul Lambert,Where Does It Hurt?
Paul Lambert,The Godfather
Paul Lambert,Confessions of a Top Crime Buster
Paul Lambert,The New Dick Van Dyke Show
Paul Lambert,The Partners
Paul Lambert,A Gunfight
Paul Lambert,The Windsplitter
Paul Lambert,Room 222
Paul Lambert,Hogan's Heroes
Paul Lambert,Bande de cons!
Paul Lambert,The Silent Force
Paul Lambert,Anatomy of a Crime
Paul Lambert,Cry for Poor Wally
Paul Lambert,Pate Katelin en Buenos Aires
Paul Lambert,Here Come the Brides
Paul Lambert,All the Loving Couples
Paul Lambert,The Big Valley
Paul Lambert,The Outsider
Paul Lambert,Bonanza
Paul Lambert,Judd for the Defense
Paul Lambert,Planet of the Apes
Paul Lambert,Mission: Impossible
Paul Lambert,Iron Horse
Paul Lambert,The Wild Wild West
Paul Lambert,The Big Mouth
Paul Lambert,I Spy
Paul Lambert,The Man from U.N.C.L.E.
Paul Lambert,The Russians Are Coming the Russians Are Coming
Paul Lambert,Perry Mason
Paul Lambert,Rawhide
Paul Lambert,Profiles in Courage
Paul Lambert,The Fugitive
Paul Lambert,Slattery's People
Paul Lambert,The Lieutenant
Paul Lambert,Ben Casey
Paul Lambert,Mr. Novak
Paul Lambert,The Outer Limits
Paul Lambert,Saints and Sinners
Paul Lambert,The Dick Powell Theatre
Paul Lambert,Ripcord
Paul Lambert,The DuPont Show of the Week
Paul Lambert,Everglades!
Paul Lambert,House of Women
Paul Lambert,Cain's Hundred
Paul Lambert,Target: The Corruptors!
Paul Lambert,Gunslinger
Paul Lambert,The Americans
Paul Lambert,The Islanders
Paul Lambert,The Untouchables
Paul Lambert,Peter Gunn
Paul Lambert,Bat Masterson
Paul Lambert,Spartacus
Paul Lambert,The Twilight Zone
Paul Lambert,The Lineup
Paul Lambert,Mr. Lucky
Paul Lambert,Lock Up
Paul Lambert,Men Into Space
Paul Lambert,Playhouse 90
Paul Lambert,The Silent Service
Paul Lambert,The Californians
Paul Lambert,Studio One
Paul Lambert,Girls on the Loose
Paul Lambert,Tombstone Territory
Paul Lambert,The Court of Last Resort
Paul Lambert,The Walter Winchell File
Paul Lambert,Bachelor Father
Paul Lambert,Schlitz Playhouse
Paul Lambert,Whirlybirds
Paul Lambert,Alfred Hitchcock Presents
Paul Lambert,Gunsmoke
Paul Lambert,Matinee Theatre
Paul Lambert,Mission Impossible Versus the Mob
Tybee Brascia,Jimmy the Kid
Tybee Brascia,Margin for Murder
Tybee Brascia,Hart to Hart
Tybee Brascia,Lost Horizon
Tybee Brascia,The Godfather
Tybee Brascia,The Robert Herridge Theater
Tybee Brascia,Silk Stockings
Tybee Brascia,Silk Stockings
Tybee Brascia,The Mike Douglas Show
Tybee Brascia,Startime
Tybee Brascia,The Steve Allen Plymouth Show
Lou Martini Jr.,Destinies
Lou Martini Jr.,Honor
Lou Martini Jr.,MobSense
Lou Martini Jr.,Mooch
Lou Martini Jr.,Froth and Bubble
Lou Martini Jr.,The Bistro
Lou Martini Jr.,WeCrashed
Lou Martini Jr.,Sober
Lou Martini Jr.,The Fifth Borough
Lou Martini Jr.,Stepson
Lou Martini Jr.,And Just Like That...
Lou Martini Jr.,Bull
Lou Martini Jr.,American Morning
Lou Martini Jr.,FBI: Most Wanted
Lou Martini Jr.,Blue Bloods
Lou Martini Jr.,The Undesirables
Lou Martini Jr.,Law & Order: Special Victims Unit
Lou Martini Jr.,Still Here
Lou Martini Jr.,The Last O.G.
Lou Martini Jr.,Manifest
Lou Martini Jr.,Lincoln Rhyme: Hunt for the Bone Collector
Lou Martini Jr.,Hunters
Lou Martini Jr.,For Life
Lou Martini Jr.,The Irishman
Lou Martini Jr.,The Assistant
Lou Martini Jr.,Above the Shadows
Lou Martini Jr.,79 Parts: Director's Cut
Lou Martini Jr.,Windows on the World
Lou Martini Jr.,The Blacklist
Lou Martini Jr.,Ebenezer the Traveler
Lou Martini Jr.,The Marvelous Mrs. Maisel
Lou Martini Jr.,Kicks
Lou Martini Jr.,The Perfect Murder
Lou Martini Jr.,St. Joseph
Lou Martini Jr.,Midnight Driver
Lou Martini Jr.,Wholly Broken
Lou Martini Jr.,Seven Seconds
Lou Martini Jr.,Crashing
Lou Martini Jr.,Millenniums
Lou Martini Jr.,The Deuce
Lou Martini Jr.,Little West 12th Street
Lou Martini Jr.,Alien Vs. Zombies
Lou Martini Jr.,Sneaky Pete
Lou Martini Jr.,Chess
Lou Martini Jr.,Devirginizing Seth
Lou Martini Jr.,Oiled Up
Lou Martini Jr.,79 Parts
Lou Martini Jr.,Our Time
Lou Martini Jr.,The Strike
Lou Martini Jr.,Vinyl
Lou Martini Jr.,Jordan's Jackhammer
Lou Martini Jr.,Sage
Lou Martini Jr.,The Mysteries of Laura
Lou Martini Jr.,Meet Mario
Lou Martini Jr.,Show Me a Hero
Lou Martini Jr.,Orange Is the New Black
Lou Martini Jr.,Alto
Lou Martini Jr.,Nurse Jackie
Lou Martini Jr.,Girls
Lou Martini Jr.,Bear
Lou Martini Jr.,Profano Nomen
Lou Martini Jr.,Sweet Destiny
Lou Martini Jr.,DeSales Media Presents: A Christmas Variety Special
Lou Martini Jr.,The Last American Guido
Lou Martini Jr.,Redrum
Lou Martini Jr.,Mount Joy
Lou Martini Jr.,Billy's Cult
Lou Martini Jr.,Directors: A Comedy
Lou Martini Jr.,Out of Order
Lou Martini Jr.,Unforgettable
Lou Martini Jr.,Deadly Devotion
Lou Martini Jr.,West End
Lou Martini Jr.,Fixing Joe
Lou Martini Jr.,The Americans
Lou Martini Jr.,Suicide Notes
Lou Martini Jr.,Bronx Warrants
Lou Martini Jr.,Come As You Are
Lou Martini Jr.,Wolf
Lou Martini Jr.,Insidious - TV Pilot
Lou Martini Jr.,To Redemption
Lou Martini Jr.,A Happy Ending
Lou Martini Jr.,See Saw
Lou Martini Jr.,The Cellar
Lou Martini Jr.,The Fence
Lou Martini Jr.,Hero
Lou Martini Jr.,Business is Dead
Lou Martini Jr.,The Lemon
Lou Martini Jr.,Broken
Lou Martini Jr.,The Cadillac Crew
Lou Martini Jr.,The Last Gamble
Lou Martini Jr.,"A Man, a Woman, a Genie, a Gun"
Lou Martini Jr.,Bronx Paradise
Lou Martini Jr.,Conspiracy X
Lou Martini Jr.,White Collar
Lou Martini Jr.,Sunday Morning Coming Down
Lou Martini Jr.,Heart & Soul
Lou Martini Jr.,Damages
Lou Martini Jr.,Ten
Lou Martini Jr.,Baby Bomber
Lou Martini Jr.,My Secret Billionaire
Lou Martini Jr.,Won Ton Baby!
Lou Martini Jr.,The Queen of Greenwich Village
Lou Martini Jr.,Entre nos
Lou Martini Jr.,Draw
Lou Martini Jr.,Redskins Revenge
Lou Martini Jr.,As the World Turns
Lou Martini Jr.,Insidious
Lou Martini Jr.,Grand Theft Auto IV
Lou Martini Jr.,Spiker
Lou Martini Jr.,With Open Arms
Lou Martini Jr.,Amexicano
Lou Martini Jr.,The Black Donnellys
Lou Martini Jr.,The Sopranos
Lou Martini Jr.,Seekers
Lou Martini Jr.,Law & Order: Criminal Intent
Lou Martini Jr.,Rescue Me
Lou Martini Jr.,Law & Order
Lou Martini Jr.,Conviction
Lou Martini Jr.,Killa Season
Lou Martini Jr.,N.Y.-70
Lou Martini Jr.,Searching for Bobby D
Lou Martini Jr.,Grand Theft Auto: San Andreas
Lou Martini Jr.,The Amazing Floydini
Lou Martini Jr.,Tony & Tina's Wedding
Lou Martini Jr.,Lbs.
Lou Martini Jr.,Everyday People
Lou Martini Jr.,Season of the Hunted
Lou Martini Jr.,Max Payne 2: The Fall of Max Payne
Lou Martini Jr.,In the Cut
Lou Martini Jr.,America's Most Wanted: America Fights Back
Lou Martini Jr.,Heartbreak Hospital
Lou Martini Jr.,The Evidence
Lou Martini Jr.,The Dummy
Lou Martini Jr.,100 Centre Street
Lou Martini Jr.,abracadabra
Lou Martini Jr.,Prince Charming
Lou Martini Jr.,Home Field Advantage
Lou Martini Jr.,Tea Cakes or Cannoli
Lou Martini Jr.,The Black Sheep
Lou Martini Jr.,The Beat
Lou Martini Jr.,Falcone
Lou Martini Jr.,Witness to the Mob
Lou Martini Jr.,Playback
Lou Martini Jr.,Who Killed Buddy Blue?
Lou Martini Jr.,The Godfather Saga
Lou Martini Jr.,The Godfather
Lou Martini Jr.,What's So Bad About Feeling Good?
Lou Martini Jr.,A Brooklyn Christmas
Lou Martini Jr.,Honor
Lou Martini Jr.,Third Date
Lou Martini Jr.,Whacked! Where Are They Now?
Lou Martini Jr.,MobSense
Lou Martini Jr.,Justice Delayed
Lou Martini Jr.,Mooch
Lou Martini Jr.,Sober
Lou Martini Jr.,The Undesirables
Lou Martini Jr.,The B&B Diaries
Lou Martini Jr.,The Lemon
Lou Martini Jr.,Honor
Lou Martini Jr.,Whacked! Where Are They Now?
Lou Martini Jr.,Justice Delayed
Lou Martini Jr.,Whacked! Where Are They Now?
Lou Martini Jr.,Destressed
Lou Martini Jr.,All Night with Joey Reynolds
Lou Martini Jr.,Gastineau Girls
Lou Martini Jr.,Fit Family
Chris Anastasio,Matlock
Chris Anastasio,Hollywood Heartbreak
Chris Anastasio,Married People
Chris Anastasio,The Abyss
Chris Anastasio,Three's Company
Chris Anastasio,Bay City Blues
Chris Anastasio,Archie Bunker's Place
Chris Anastasio,Getting Over
Chris Anastasio,See How She Runs
Chris Anastasio,Jaws
Chris Anastasio,The Godfather
Chris Anastasio,Hellhole
Simonetta Stefanelli,Close Friends
Simonetta Stefanelli,Scoop
Simonetta Stefanelli,A tutte le volanti
Simonetta Stefanelli,Non basta una vita
Simonetta Stefanelli,Grandi magazzini
Simonetta Stefanelli,Art of Love
Simonetta Stefanelli,Quer pasticciaccio brutto de via Merulana
Simonetta Stefanelli,The Hawk and the Dove
Simonetta Stefanelli,Three Brothers
Simonetta Stefanelli,The Godfather Saga
Simonetta Stefanelli,Intimate Relations
Simonetta Stefanelli,Scandal in the Family
Simonetta Stefanelli,Moses the Lawgiver
Simonetta Stefanelli,Young Lucrezia
Simonetta Stefanelli,La profanazione
Simonetta Stefanelli,"El mejor alcalde, el rey"
Simonetta Stefanelli,Ho incontrato un'ombra
Simonetta Stefanelli,The Big Family
Simonetta Stefanelli,Gli amici degli amici hanno saputo
Simonetta Stefanelli,The Pisciotta Case
Simonetta Stefanelli,The Godfather
Simonetta Stefanelli,Do Not Commit Adultery
Simonetta Stefanelli,In the Name of the Italian People
Simonetta Stefanelli,Homo Eroticus
Simonetta Stefanelli,Die Sonne angreifen
Simonetta Stefanelli,La moglie giapponese
Simonetta Stefanelli,The Godfather Trilogy: 1901-1980
Simonetta Stefanelli,The Godfather: Part III
Saro Urzì,The Godfather Saga
Saro Urzì,Giovannino
Saro Urzì,Occhio alla vedova!
Saro Urzì,Il Sergente Rompiglioni diventa... caporale
Saro Urzì,Il figlioccio del padrino
Saro Urzì,Sgarro alla camorra
Saro Urzì,The Pisciotta Case
Saro Urzì,Torino nera
Saro Urzì,"Alfredo, Alfredo"
Saro Urzì,The Godfather
Saro Urzì,"Le inibizioni del dottor Gaudenzi, vedovo col complesso della buonanima"
Saro Urzì,Don Camillo e i giovani d'oggi
Saro Urzì,The Lovemakers
Saro Urzì,Principe coronato cercasi per ricca ereditiera
Saro Urzì,Un caso di coscienza
Saro Urzì,Johnny Belinda
Saro Urzì,Il mondo di Pirandello
Saro Urzì,Serafino
Saro Urzì,Love in the Night
Saro Urzì,Gente d'onore
Saro Urzì,The Road to Corinth
Saro Urzì,Seduced in Sodom
Saro Urzì,Modesty Blaise
Saro Urzì,"Me, Me, Me... and the Others"
Saro Urzì,Song of the World
Saro Urzì,Mission spéciale à Caracas
Saro Urzì,Don Camillo in Moscow
Saro Urzì,The Sucker
Saro Urzì,Una storia di notte
Saro Urzì,Seduced and Abandoned
Saro Urzì,Divorzio alla siciliana
Saro Urzì,Lo sgarro
Saro Urzì,"Liane, die Tochter des Dschungels"
Saro Urzì,Don Camillo monsignore... ma non troppo
Saro Urzì,A Day for Lionhearts
Saro Urzì,The Fruit Is Ripe
Saro Urzì,Cavalcata selvaggia
Saro Urzì,Ça va être ta fête
Saro Urzì,Seven in the Sun
Saro Urzì,The Facts of Murder
Saro Urzì,I mafiosi
Saro Urzì,Son of the Red Corsair
Saro Urzì,...and the Wild Wild Women
Saro Urzì,"Romarei, das Mädchen mit den grünen Augen"
Saro Urzì,The Seducer-Man of Straw
Saro Urzì,Dinanzi a noi il cielo
Saro Urzì,Nature Girl and the Slaver
Saro Urzì,Girl Merchants
Saro Urzì,I fidanzati della morte
Saro Urzì,Man of Iron
Saro Urzì,Motivo in maschera
Saro Urzì,La ladra
Saro Urzì,Don Camillo e l'on. Peppone
Saro Urzì,I cinque dell'Adamello
Saro Urzì,Frisky
Saro Urzì,Cañas y barro
Saro Urzì,Public Opinion
Saro Urzì,Rivalry
Saro Urzì,Beat the Devil
Saro Urzì,Cronaca di un delitto
Saro Urzì,The Return of Don Camillo
Saro Urzì,"Io, Amleto"
Saro Urzì,The Bandit of Tacca Del Lupo
Saro Urzì,Una madre ritorna
Saro Urzì,The Little World of Don Camillo
Saro Urzì,Black Fire
Saro Urzì,Trieste mia!
Saro Urzì,Revenge of the Pirates
Saro Urzì,The Counterfeiters
Saro Urzì,Il bivio
Saro Urzì,Il monello della strada
Saro Urzì,The Path of Hope
Saro Urzì,Lo sparviero del Nilo
Saro Urzì,Mountain Smugglers
Saro Urzì,Pact with the Devil
Saro Urzì,Streets of Sorrow
Saro Urzì,Mistress of the Mountains
Saro Urzì,Man of Death
Saro Urzì,Monastero di Santa Chiara
Saro Urzì,In the Name of the Law
Saro Urzì,Immigrants
Saro Urzì,Tombolo
Saro Urzì,La freccia nel fianco
Saro Urzì,La locandiera
Saro Urzì,The Peddler and the Lady
Saro Urzì,Inviati speciali
Saro Urzì,Harlem
Saro Urzì,Odessa in fiamme
Saro Urzì,Giorno di nozze
Saro Urzì,A Pistol Shot
Saro Urzì,Pia de' Tolomei
Saro Urzì,La compagnia della teppa
Saro Urzì,Marco Visconti
Saro Urzì,The Story of Tosca
Saro Urzì,Senza cielo
Saro Urzì,La conquista dell'aria
Saro Urzì,The Dream of Butterfly
Saro Urzì,Andata e ritorno
Saro Urzì,Il falso bugiardo
Saro Urzì,The Godfather Trilogy: 1901-1980
Ardell Sheridan,The Godfather Saga
Ardell Sheridan,The Super
Ardell Sheridan,The Godfather
Ardell Sheridan,The Great American Dream Machine
Ardell Sheridan,The Super
Ardell Sheridan,The Godfather Trilogy: 1901-1980
Franco Citti,E insieme vivremo tutte le stagioni
Franco Citti,Le ragazze di Piazza di Spagna
Franco Citti,Cartoni animati
Franco Citti,Il miracolo di Sant'Oronzo
Franco Citti,The Mayor
Franco Citti,Festival
Franco Citti,We Free Kings
Franco Citti,Power and Lovers
Franco Citti,La scalata
Franco Citti,El infierno prometido
Franco Citti,La ragnatela
Franco Citti,Scandal in Black
Franco Citti,Un bambino di nome Gesù
Franco Citti,The Godfather: Part III
Franco Citti,Il segreto
Franco Citti,The Betrothed
Franco Citti,Tutti in palestra
Franco Citti,Rosso di sera
Franco Citti,Kafka la colonia penale
Franco Citti,Sei delitti per padre Brown
Franco Citti,La coda del diavolo
Franco Citti,Quando arriva il giudice
Franco Citti,Sogni e bisogni
Franco Citti,The Martyrdom of St. Sebastian
Franco Citti,The Black Stallion Returns
Franco Citti,Pè sempe
Franco Citti,La felicità
Franco Citti,Il minestrone
Franco Citti,The Tunnel
Franco Citti,Ciao marziano
Franco Citti,Chi ha fatto ha fatto
Franco Citti,Addavenì quel giorno e quella sera
Franco Citti,L'albero della maldicenza
Franco Citti,Luna
Franco Citti,Yerma
Franco Citti,The Godfather Saga
Franco Citti,Beach House
Franco Citti,Watch Me When I Kill
Franco Citti,Destruction Force
Franco Citti,The Hokey-Pokey Gang!
Franco Citti,Rome: The Other Side of Violence
Franco Citti,The Hero
Franco Citti,Todo modo
Franco Citti,"Live Like a Cop, Die Like a Man"
Franco Citti,Colpita da improvviso benessere
Franco Citti,Chi dice donna dice donna
Franco Citti,Arabian Nights
Franco Citti,Giuda uccide il venerdì
Franco Citti,Ingrid sulla strada
Franco Citti,Bawdy Tales
Franco Citti,Storia de fratelli e de cortelli
Franco Citti,The Canterbury Tales
Franco Citti,The Godfather
Franco Citti,Roma
Franco Citti,First Surrender
Franco Citti,The Decameron
Franco Citti,Ostia
Franco Citti,The Angels from 2000
Franco Citti,Una ragazza di Praga
Franco Citti,Porcile
Franco Citti,Gangsters' Law
Franco Citti,Il magnaccio
Franco Citti,Kill Them All and Come Back Alone
Franco Citti,Mitra Baby Face
Franco Citti,Black Jesus
Franco Citti,Oedipus Rex
Franco Citti,Requiescant
Franco Citti,Chicken Feed for Little Birds
Franco Citti,The Shortest Day
Franco Citti,Mamma Roma
Franco Citti,Violent Life
Franco Citti,Accattone
Franco Citti,Cartoni animati
Franco Citti,Cartoni animati
Franco Citti,The Decameron
Franco Citti,Pier Paolo Pasolini e la ragione di un sogno
Franco Citti,Maurizio Costanzo Show
Franco Citti,The Godfather Family: A Look Inside
Franco Citti,Pier Paolo Pasolini: A Film Maker's Life
Franco Citti,Cinéastes de notre temps
Franco Citti,Le fantôme de Laurent Terzieff
Franco Citti,Compression
Franco Citti,Voi siete qui
Franco Citti,Great Directors
Franco Citti,The Godfather Trilogy: 1901-1980
Franco Citti,Red Italy
Angelo Infanti,Prigioniero di un segreto
Angelo Infanti,Backward
Angelo Infanti,Letters to Juliet
Angelo Infanti,Ex
Angelo Infanti,Il seme della discordia
Angelo Infanti,Senza ombra di dubbio
Angelo Infanti,Gente di mare
Angelo Infanti,The Girls of San Frediano
Angelo Infanti,Il punto rosso
Angelo Infanti,Silenzio
Angelo Infanti,Il cielo può attendere
Angelo Infanti,Der Todestunnel - Nur die Wahrheit zählt
Angelo Infanti,Father Hope
Angelo Infanti,Anna's World
Angelo Infanti,Ilaria Alpi - Il più crudele dei giorni
Angelo Infanti,I giovani d'oggi
Angelo Infanti,Don Matteo
Angelo Infanti,Stiamo bene insieme
Angelo Infanti,The Nest
Angelo Infanti,Diapason
Angelo Infanti,Per amore per vendetta
Angelo Infanti,An Angel for Chloé
Angelo Infanti,Ama il tuo nemico
Angelo Infanti,Vite blindate
Angelo Infanti,David
Angelo Infanti,Positano
Angelo Infanti,Donna
Angelo Infanti,Carogne
Angelo Infanti,Femme de passions
Angelo Infanti,Il prezzo della vita
Angelo Infanti,La vengeance d'une blonde
Angelo Infanti,Alto rischio
Angelo Infanti,Prigioniera di una vendetta
Angelo Infanti,La scorta
Angelo Infanti,La scalata
Angelo Infanti,Liberate mio figlio
Angelo Infanti,Money
Angelo Infanti,Netchaïev est de retour
Angelo Infanti,A Season of Giants
Angelo Infanti,Quel treno per Budapest
Angelo Infanti,Le gorille
Angelo Infanti,La mort a dit peut-être
Angelo Infanti,Uomo contro uomo
Angelo Infanti,Below Zero
Angelo Infanti,L'estate sta finendo
Angelo Infanti,The Inquiry
Angelo Infanti,Blood Ties
Angelo Infanti,Una spina nel cuore
Angelo Infanti,Sogni e bisogni
Angelo Infanti,The Assisi Underground
